username,comment,time,labeling,kategori
@jeremyya_,"""IH ADA BABI JGN MEGANG TUH ANJING HARGA DIRINYA LEBIH TINGGI DARIPADA LO""",20-Mar-20,1,Bully Fatal
@lukmanul.16,"""Santuy aja bang ga usah di tanggepin,btw gw suka gaya lo""",20-Mar-20,0,Not Bully
@allyv_zkrri,"""Narkoboy kontol, Cuma bisa maen cewe sama nyakitin doang lu anjing, mati aja lu bego""",20-Mar-20,1,Bully Fatal
@kirananti1,"""TETEP PENJARA AJA AJG NYUSAHIN LO KELUAR""",20-Mar-20,1,Bully Fatal
@hijabmurah.reseller,"""cewe cakep, setia kok disia sia in sahabat""",20-Mar-20,0,Not Bully
@lesyaarr,"""loh kok aku liatnya anjing semua yaa""",20-Mar-20,1,Bully Fatal
@dian.iswr,"""Anjingnya ada dua kok guys, tapi kok lagi satu gue liat ada babi item""",20-Mar-20,1,Bully Fatal
@_mang_agus_,"""Mantan Anjing, eh kebalik anjing mantan""",20-Mar-20,1,Bully Fatal
@niko_panji.bp,"""Bikin skandal karena kepengen tenar?""",20-Mar-20,0,Not Bully
@randy.bm_,"""Wiii anjay kapan lagi liat babi megang 2 anjing""",20-Mar-20,1,Bully Fatal
@vrtma24,"""Ini adalah foto babi sedang memeluk anjing yg pemilik nya adalah bidadari""",20-Mar-20,1,Bully Fatal
@cyr.yra,"""Babi g pantes nyentuh anjingnya bidadari, nanti kotor.""",20-Mar-20,1,Bully Fatal
@liviarmdhy,"""SESAMA ANJING FOTO DULU YA KAN""",20-Mar-20,1,Bully Fatal
@nayyx_ra,"""potret seorjing memegang anjing kwkw""",20-Mar-20,1,Bully Fatal
@fckngmelowedtz_,"""HEH UDAH NAPA HATE NYA CAPEK GW BACA NYA""",20-Mar-20,0,Not Bully
@orangejusi,"""WADUH MALAH LEBIH GANTENG ANJINGNYA. EH EH BAHKAN LU GA PANTES DISEBUT ANJING. ANJING KAN SETIA PANTESNYA SIH BABI HAHAHAHA""",20-Mar-20,1,Bully Fatal
@biancapratiwi_,"""kalo lomba sama""an sm babi, babi nya nmr 2""",20-Mar-20,1,Bully Fatal
@eulisriskasbla,"""Si anjing ketika berfoto dengan si anjing""",20-Mar-20,1,Bully Fatal
@alyafdhlh_,"""Kak jessica yg nungguin+setia sm kk loh pas ad masalah kmrn. Tapi kk ga ngehargain malah lbh milih yg di sono""",20-Mar-20,0,Not Bully
@paris.saintjerman,"""erikontolim manusia babi anak lonte""",20-Mar-20,1,Bully Fatal
@alshvfdl,"""HARGAILAH HATI WANITA YANG UDH TULUS NEMENIN LO DARI 0!!!""",20-Mar-20,0,Not Bully
@umawww_,"""Tapi bagus sih erick mutusin Jessica ya karna Erick kelakuan nya begituu coba liat Jessica""",20-Mar-20,0,Not Bully
@immjeafhlvi_,"""Anjing sekarang hebat ya, bisa pake kacamata""",20-Mar-20,1,Bully Fatal
@syafafalasifah,"""Sdh lah nasi udah jadi bubur ga bisa lagi dibentuk kek semulaaa""",20-Mar-20,0,Not Bully
@ferdiikun,"""Kukira kehadiranmu akan menjadi sesuatu kebanggaan, ternyata tidak""",20-Mar-20,0,Not Bully
@raihan.kh,"""Ada 3 Ajg Dan Yg Punya Tato Bener2 Ajg""",20-Mar-20,1,Bully Fatal
@epannalzz,"""dasar orang tua gada akhlak,ngajarin anaknya yang ga bener""",20-Mar-20,1,Bully Ringan
@kvnsktta,"""Erik kenapa sih? Ada yang bisa jelasin gw ga update soalnya.. maap2""",20-Mar-20,0,Not Bully
@gilbert_gotardo,"""Eh jangan dekat dekat sama anjingnya ci Jessica gua lempar lu""",20-Mar-20,1,Bully Fatal
@leonardis445,"""guys dr pd comment2 mending unfoll sm unsubscribe aja yaa""",20-Mar-20,0,Not Bully
@qnfkn,"""Babi lagi main sama anjing :)""",20-Mar-20,1,Bully Fatal
@njums_0101,"""Dikasih BIDADARI MALAH PILIH BABI""",20-Mar-20,1,Bully Fatal
@abrxrr,"""Postingan pertama jg dihujat dong gila netijen""",20-Mar-20,0,Not Bully
@mosessavero_,"""BARU KALI INI LIHAT ANJING SAMA BABI BAIKAN…""",20-Mar-20,1,Bully Fatal
@kgaadanamany,"""Dikasih bidadari malah milih setan""",20-Mar-20,1,Bully Ringan
@amytwbw_y4to3hand,"""Padahal gw ga mau benci sama lu bro, tapi ada aja tingkah lu yang melenceng:(""",20-Mar-20,0,Not Bully
@nnunnoadrn_,"""SIKAP MU LEBIH NAJIS DARIPADA LUDAH ANJING!""",20-Mar-20,1,Bully Fatal
@RZIKIILHAM568,"""Njir meskipun udh lama nih poto di post tapi masih banyak yg komen baru2""",20-Mar-20,0,Not Bully
@nisauliaaa._,"""kesini cmn mo liat komen aja""",20-Mar-20,0,Not Bully
@mhmmdtaufik_7,"""Buset hate comment ampe postingan paling bawah""",20-Mar-20,0,Not Bully
@_nia_zzhh,"""Foto di upload nya 20 maret yang comment 1 jam 2 jam 3 jam yg lalu""",20-Mar-20,0,Not Bully
@hamdiham_71,"""Pantes banyak utang buat bayar lonte""",20-Mar-20,1,Bully Fatal
@im.timothy_,"""2 3 tutup botol muka lu kek kontol haha""",20-Mar-20,1,Bully Fatal
@callme__riska26,"""astaga masih pagi dibikin ngakak ama komenan netijen yg ngmng suka bener""",20-Mar-20,0,Not Bully
@kepo.luanjng_,"""Dah lah. Gw capek baca komen kalian""",20-Mar-20,0,Not Bully
@filsiyiii,"""Keliatan bgt anjingnya ketakutan foto sama dakjal""",20-Mar-20,1,Bully Fatal
@andrydhstywn,"""Astaga ngehujat sampe postingan paling bawah""",20-Mar-20,0,Not Bully
@suka.prihatin,"""Lebih najis elu daripada anjing!""",20-Mar-20,1,Bully Fatal
@reandraalkautsr_,"""2 ekor anjing dan satu buaya makan jambut""",20-Mar-20,1,Bully Fatal
@ramdhn._.n,"""Kalo disuruh melihara anjing/eric gw pilih anjing aja meski Najis tapi lebih najisan erick kontol""",20-Mar-20,1,Bully Fatal
@rakaakmaall,"""Ngapain si pada ngejudge? Mikir dulu lah dia putus juga sebelum kejadian itu tolol""",20-Mar-20,0,Not Bully
@rikaas0805,"""Hargai wanitamu dia didekati banyak pria tetapi tetap memilihmu""",20-Mar-20,0,Not Bully
@_raibaru19,"""Ternyata sipat anjing bukan hanya ada di anjing doang ya,di manusia sipat anjing juga ternyata ada""",20-Mar-20,1,Bully Fatal
@rafaelardan_,"""Potret ketika anjing poto dengan setan""",20-Mar-20,1,Bully Fatal
@ananddmanangkasi,"""BANTU BEDAINN WOYY MANA ANJING MANA BABI""",20-Mar-20,1,Bully Fatal
@aji_0310,"""Udaah woii udahh lu gak kasihan apa…. Aku capek ngelike komenan kalian""",20-Mar-20,0,Not Bully
@gudlukinhmn,"""3 anjing 1 anjing berwujud manusia, 2 anjing asli tak ada perwujudan hahaha""",20-Mar-20,1,Bully Fatal
@trishapermata,"""Kasian gue sama anjingnya dipegang dajjal""",20-Mar-20,1,Bully Fatal
@rizal.saputraa_,"""Kasian anjing nya di pegang babi""",20-Mar-20,1,Bully Fatal
@boyvoyej,"""Lo itu kontol gak guna ajg anak dakjal""",20-Mar-20,1,Bully Fatal
@hydir.syptra_24,"""mukak lu lebih buruk daripada anjing lu""",20-Mar-20,1,Bully Fatal
@ganimhermawan,"""dikasi yang bening malah milih yang dakian""",20-Mar-20,1,Bully Ringan
@dhirgalambe,"""Mending masuk penjara lagi aja dah seumur hidup""",20-Mar-20,1,Bully Fatal
@deksiyan_,"""Kok lebih lucu anjingnya ya ketimbang orangnya""",20-Mar-20,1,Bully Fatal
@ninini.nt,"""Akhirnya jesica bisa lepas dari kambing hitam ini""",20-Mar-20,1,Bully Ringan
@rayyan11079,"""Maafin Aja Bro Semua Orang Pasti Ada Kesalahan Dia Juga Pasti Ada Kesalahan Nasehatin Aja Siapa Tau Dia Berubah""",20-Mar-20,0,Not Bully
@delvyanawuu,"""Kasian anjingnya dipeluk sama sampahh""",20-Mar-20,1,Bully Fatal
@nico_muhammad99,"""Gua kira keluar dari PENJARA bisa berubah""",20-Mar-20,0,Not Bully
@nyanya6300,"""Cintamu hanya sebatas kertas hahaha enteng bang""",20-Mar-20,0,Not Bully
@shashaan_,"""Padahal sejak dia sama Jane aku lebih respect :( skrg bener2 udah hilang respect :(""",20-Mar-20,0,Not Bully
@moonicagstt,"""udah nemenin dari masa tersulit lo pas udah keluar malah selingkuh, ga nyangka idola gua sesampah itu.""",20-Mar-20,1,Bully Ringan
@meidika29500,"""Dihujat habis""an semua postingan lama ada komen baru haha""",20-Mar-20,0,Not Bully
@eeeannisa,"""Gua gabisa bedain mana anjing mana manusia, keliatannya sama""",20-Mar-20,1,Bully Fatal
@_abiyyuatha,"""Lu mirip anaknya kick andy yg namanya marlo bang""",26-Mar-20,0,Not Bully
@gevin.reski,"""Kenapa ada orang baik ? Karna ada orang jahat""",26-Mar-20,0,Not Bully
@elgistazmn,"""Ngga ada niatan ngadain pengajian gitu bang?""",26-Mar-20,0,Not Bully
@destiatnrr_,"""Suka banget sama rambutnyaa tambah ganteng""",26-Mar-20,0,Not Bully
@seedflyy,"""@abatartila Ada ada aja kaya gini di bilang king, king muke nya udh kaya tai musang""",26-Mar-20,1,Bully Fatal
@lanzx.ml,"""Ninggalin berlian demi tai babi dih""",26-Mar-20,1,Bully Fatal
@hafizdonjuan,"""ganteng kaga lu begitu malah keliatan kaya daki kontol""",26-Mar-20,1,Bully Fatal
@aliffprmanaa,"""Mukak lo kayak tapir kuda asu sok ganteng banget lo""",26-Mar-20,1,Bully Fatal
@anjuketaren,"""Banyak yg kecewa karena lu begini rik!!!!""",26-Mar-20,0,Not Bully
@maymichelle99,"""Maap ye…muke lu udh jelek kagak usah sok selingkuh,cakepan anjing gua noh""",26-Mar-20,1,Bully Fatal
@ekoxapriyanto,"""Apa si hebatnya banci yg badannya penuh koreng kaya lo""",26-Mar-20,1,Bully Ringan
@zorgiansyah,"""Gini dong bersihan kaga kek tahun tahun sebelumnya dekil""",26-Mar-20,1,Bully Ringan
@anisazaharaf,"""Muka lu keriput kek aki aki""",26-Mar-20,1,Bully Ringan
@wijaya_stanleyp9,"""Foto jelek dihujat, foto ganteng dibilang sok ganteng""",26-Mar-20,0,Not Bully
@rejabiann,"""kebanyakan nyabu jadi kurus lu""",28-Mar-20,1,Bully Ringan
@robilmlna,"""NARKOBOYY NGELUARIN LIDAHH, AJG MAU APA, MAU TES URIN""",28-Mar-20,1,Bully Fatal
@evan_01_,"""Fotolu pede anjrit muka lu tu anjrit""",28-Mar-20,1,Bully Ringan
@ahmd_yahdi,"""Hidup itu jngn keterlaluan boss playboy amat ajg luu""",28-Mar-20,1,Bully Fatal
@xxyszx,"""Mukalu kek aktor bokep bgst mending ngobat aja luu""",28-Mar-20,1,Bully Fatal
@regitaaeh,"""dah jelek semangattt pulak WKWK""",28-Mar-20,1,Bully Ringan
@retfyfiani,"""Muka nya kok gitu, seren bikin mual liatnya""",28-Mar-20,1,Bully Ringan
@riotw35,"""Sana anjing ngewe ama lonte bangsat""",28-Mar-20,1,Bully Fatal
@squad_nihh_boss_official,"""Muka kek kontol mending di penjara""",28-Mar-20,1,Bully Fatal
@adeliaa_azka,"""muka kek banci dih najis""",28-Mar-20,1,Bully Ringan
@nandadzrizkia,"""Ntar Mati dalam keadaan konyol""",28-Mar-20,1,Bully Ringan
@lrp_by_nexttime,"""mau bilang jelek nya ga enak hehe …""",28-Mar-20,1,Bully Ringan
@aowkaowkaowk__,"""Idihhhhh pantesan aja foto nya keluarin lidah kyk gtu. Ternyata tukang jilat…""",28-Mar-20,1,Bully Ringan
@your667_,"""NIH ORANG KALO LOMBA MIRIP BABI,BABINYA JUARA 2""",28-Mar-20,1,Bully Fatal
@farahh.fh,"""Titisan dakjal emang lo nyet""",28-Mar-20,1,Bully Ringan
@nrsuciwss2,"""Et muka lu aje gitu dih hahaha. Biarin aja sampah ketemu sampah biar busuk bersama""",28-Mar-20,1,Bully Ringan
@frdtias_,"""Jijik astagah sok banget cakep njs""",28-Mar-20,1,Bully Ringan
@duba_ng,"""Bully an di ig lebih ngeri daripada di fb ajg gua jadi ngerii! Ajgg",28-Mar-20,0,Not Bully
@arshylaaa,"""udah buriq brengsek pula pantes aja dapet lonte""",28-Mar-20,1,Bully Fatal
@yasn.a692,"""MUKA KAMPUNG GAYA SOK SOAN KOTA NYET""",28-Mar-20,1,Bully Ringan
@gudlukinhmn,"""Ngapa lidah Lo stroke amin deh kalau gitu""",28-Mar-20,1,Bully Ringan
@gudlukinhmn,"""Ciah dihujat 1 Indonesia jangan sampe bunuh diri ya komtoll kami blom puas nguat kauuu""",28-Mar-20,1,Bully Ringan
@ms.rquell,"""Orang kampung otak dusun gaya sosoan hype. Tetep aja gabisa nutupin muka babu lu.""",28-Mar-20,1,Bully Ringan
@fatimahhss1128,"""Cowo foto liatin lidah nya jam ah jijik gue. Apa lagi minus akhlak kek gini""",28-Mar-20,1,Bully Ringan
@noverinaparticia10,"""ANJING gue jg ogah liat muke lu""",28-Mar-20,1,Bully Fatal
@azzahrariyaanni,"""G bole melet dosaa rik""",28-Mar-20,0,Not Bully
@mel.echan,"""paan melet melet mau jilat tai tabi?""",28-Mar-20,1,Bully Fatal
@nikhtavani,"""Setan emg melet2 teross jijik asuuu""",28-Mar-20,1,Bully Fatal
@anggi.bharuddin,"""ni anak lahir karena kondom bocor.. ga ada rasa syukur muka kyk selangkangan gorilla dpt cewe cantik kyk jessica setia dll malah di sia2in bgsad""",28-Mar-20,1,Bully Ringan
@sns_sub,"""Apaan si melet2 sok ganteng""",28-Mar-20,1,Bully Ringan
@lilianaameera,"""Muka kek selangkangan biawak aje bnyk belagu lu""",28-Mar-20,1,Bully Ringan
@yustinushw,"""Sumpah sih jahat banget. Bener2 kasian sama kak jessica""",28-Mar-20,0,Not Bully
@wibimaulana7,"""Anjing gk pantes sama bidadari.""",28-Mar-20,1,Bully Fatal
@olivesiahaan_,"""MELET MULU SETAN KAYA ULAR""",28-Mar-20,1,Bully Ringan
@joxaeline,"""Njr melet melet gw kirain hewan""",28-Mar-20,1,Bully Ringan
@aaurellp,"""Gitu aj dh kek anjg lo kang""",28-Mar-20,1,Bully Ringan
@charlespontoh75,"""Gw kesini pengen liat babang ini.. Sumpah feeling gw bener.. Mirip banget ama Reynhard Sinaga""",28-Mar-20,0,Not Bully
@hadafajri,"""Ih ko melet2 si kaya hewan aja wkwkwkwk""",28-Mar-20,1,Bully Ringan
@chellolix,"""Iuu milih iblis drpd bidadarii kwkwkw jijik""",28-Mar-20,1,Bully Ringan
@_sugarr_babyy,"""MELET2 UDAH KAYA ANJING, EH KAN EMAH ANJING""",28-Mar-20,1,Bully Fatal
@beejr1425,"""ga nyadar aja nih sampah HAHA""",28-Mar-20,1,Bully Ringan
@chindyylls,"""Lidah banyak kuman and virus nih""",28-Mar-20,1,Bully Ringan
@arga_kncn,"""Awalnya ngira baju endorse dari KFC, mirip '-'""",7-Apr-20,0,Not Bully
@mas_eng37,"""GUA MAU LO TERUS BERKARYA , PERBAIKI, TINGGALKAN YG NEGATIF , TIDAK ADA KATA TERLAMBAT , TTP JADI ORANG YG HEBAT DAN SELALU BAHAGIA @xrickolim""",7-Apr-20,0,Not Bully
@mhmd.rfly24,"""Cita cita ingin jadi pakboi , eh tapi malah jadi narkoboy nasib-nasib""",7-Apr-20,1,Bully Ringan
@onelsrjy,"""Napa lu balik dari penjara sih?""",7-Apr-20,1,Bully Ringan
@tinox___xx,"""Mending lu pada tobat dah""",7-Apr-20,0,Not Bully
@regitaaeh,"""selama dipenjara apalo sikat gigi? KOK BAU YA, BAUBAU AROMA BANGSATTTT""",7-Apr-20,1,Bully Fatal
@vallz_12,"""Gigi lo ada apanya? Jigong? Atau kondom nya nyangkut?""",7-Apr-20,1,Bully Ringan
@cxxrloo,"""ih mukanya kek anjing rumah gwa""",7-Apr-20,1,Bully Fatal
@pufftlm,"""woi anak anjing ngapain lu hidup bgst""",7-Apr-20,1,Bully Fatal
@ppendjol,"""Udah jelek gak usah di jelek2 in lagi bro""",7-Apr-20,1,Bully Ringan
@dian_pramana24,"""Ganteng kagak berbakat juga kagak kelebihannya dimana cobak?""",7-Apr-20,1,Bully Ringan
@ayumeiaa,"""Benci aja Ama orang jelek pake selingkuh segala""",7-Apr-20,1,Bully Ringan
@cal1s_,"""Udah tutup mulut nya bau kambing""",7-Apr-20,1,Bully Ringan
@bram_reza,"""Jualan jualan knp ngga jadi yutuber lagi bro takut ngga ada yg nonton yah""",7-May-20,1,Bully Ringan
@brandyy_26___,"""Kayak Randy Pangalila kalo gk pake kacamata""",7-May-20,0,Not Bully
@farhaadeliasiregar,"""Entah knp liat muka BG Eric sekarang kaya enak gitu .. dari pada yg dulu""",7-May-20,0,Not Bully
@amv.seninjashu,"""Apa ganteng nyasih anjing.. Kucel gini jadiin model""",7-May-20,1,Bully Fatal
@cxxrloo,"""keknya dia ngeliat masa depan yang hancur deh""",7-May-20,1,Bully Ringan
@fhrntsy,"""INGETT HIDUP LO DULU GA SEENAK INI RIKKK. HIDUP LO SUSAH!!!! SALAM TEMEN SMP PAS LO BURIKKK. EH SKRG SAMA AJA""",7-May-20,1,Bully Ringan
@benie_dermawan,"""Yaaaa yaaa kalo liat muka nya sumpah ngeselin banget dah….operasi dulu sono..biar gantengan dikit.. Dan kalo jalan ke mall gk di kenal orng.""",7-May-20,1,Bully Ringan
@aralinaphee,"""dia ini siapa sih??? Artis bukan, jelek mah iya mukanya iyuhhh""",7-May-20,1,Bully Ringan
@asbdidjdk,"""Ini bukan era lo lagi, mending lo mati aja babi. Kalo baca bales nyet""",7-May-20,1,Bully Fatal
@rksalfiansyah_,"""Saya segenap hati minta maap""",7-May-20,0,Not Bully
@aardyyyy,"""Dulu Bahagia Sekarang Banyak Utang""",2-Jun-20,1,Bully Ringan
@holiaulabenn,"""Harus lebih maju berkelas rik!! Ga jamannya lg toxic dan ga beraturan.. build sistem!! You will be BIG""",2-Jun-20,0,Not Bully
@ramadhanap__,"""editan sama konsepnya nice banget lahhh""",2-Jun-20,0,Not Bully
@mchll.ra,"""iri kok sama babi hahah najis""",2-Jun-20,1,Bully Fatal
@rulyysetiawan87,"""LO YANG DULU BUKANLAH YANG SEKARANG DULU KAYA ANJING SEKARANG KAYA BABI""",2-Jun-20,1,Bully Fatal
@gadiiiiisssss,"""Jelek aja tukang selingkuh lo buriq !""",2-Jun-20,1,Bully Ringan
@nikitadmynti.s,"""kok kalian komennya pada kek gini ya""",2-Jun-20,0,Not Bully
@keyzha.anindia,"""Rick lu tuh jadi manusia kek gk ada gunanya lu dilahirin kedunia untuk berbuat baik, sayang nya lu ngecewain org lain gimana mau masuk surga""",2-Jun-20,1,Bully Fatal
@naufal_fadillah.20,"""Kalian kaloga cocok mau di paksain?""",2-Jun-20,0,Not Bully
@gideonadi.1st,"""ya biarin @xrickolim kita gatau gimana aslinya masa kalian semua ambil keputusan sepihak?kalo udah takdir gaada yang bisa nentang njir""",2-Jun-20,0,Not Bully
@afrianyriz_,"""Cocok kok, emang orang baik mah buat org baik, kalo yg bejat mah emang cocok buat yang bejat juga ehehe""",2-Jun-20,1,Bully Ringan
@rzqimuln__,"""ERICK GOBLOK,MALAH PACARAN AMA LONTE ANJ,SO BAT""",2-Jun-20,1,Bully Fatal
@annisachaan_,"""Cocok banget sama2 orang gak bener biar lah dia hancur bersama""",2-Jun-20,1,Bully Ringan
@xrygirlz,"""EH KEK ADA PENAMPAKAN LONTE""",2-Jun-20,1,Bully Fatal
@mhmmdfarrel21_,"""Meninggalkan berlian demi Tai Sapi""",2-Jun-20,1,Bully Fatal
@rzkychdra_,"""Ini bukan era lo lgi, wkwkw skrng lo penuh dengan cacimaki, telen ludah sendiri""",2-Jun-20,1,Bully Ringan
@fanzz14_,"""Pantes disini mulainya si ajg berulah""",2-Jun-20,1,Bully Fatal
@gritlechan02,"""Open BO ga bang si listy? Kebetulan ada om-om yg nyari cwe yg udah pengalaman!!!!""",2-Jun-20,1,Bully Ringan
@_leean3,"""Buah nangka buah kemanggi gak ada akhlak lu babi""",2-Jun-20,1,Bully Fatal
@kntl0_0,"""Perlahan karirmu ancur bro dan lu akan kembali kebawah""",2-Jun-20,1,Bully Ringan
@kristin26_,"""Biarkan @sk69official bangkrut aja. CEO nya gatau terimakasih haha""",2-Jun-20,1,Bully Ringan
@dadidawww__,"""ngapain juga nginap di rumah cowo, gaada keluarga lg lo?""",2-Jun-20,1,Bully Ringan
@dhifi_3,"""Eh ada pelakor, pas banget frame ke tiga, orang ke 3""",2-Jun-20,1,Bully Fatal
@xdebyy23,"""Anak gblk dikasi berlian malah milih kerikil""",2-Jun-20,1,Bully Ringan
@ldydna_,"""Dikasih bidadari malah milih dajjal hahahaha""",2-Jun-20,1,Bully Ringan
@teamlistychan,"""Jangan cuman bisa ngehina Dong Sadar Kalian Itu Ga sempurna sama kaya kami""",2-Jun-20,0,Not Bully
@ndysan,"""Kesihan gue sama org otak dangkal kek gini""",2-Jun-20,1,Bully Ringan
@_nanellchaan,"""Murahh banget lo jijik gue …. Dikick EVOS mlah open BO""",2-Jun-20,1,Bully Ringan
@hfizdonjuan,"""senengnya sekali nyesel nya seumur hidup, miris banget hidup lu tolol meninggalkan berlian yang indah dipandang dan di sayang demi segumpal tai kucing""",2-Jun-20,1,Bully Fatal
@callmehanif_,"""Indahnya pemandangan banyak LonT lonT mau di jual""",2-Jun-20,1,Bully Ringan
@jeihanfatiya,"""bidadari sudah ditunjukan , bahwa mmg g pantes sma dajjal g tau diri""",2-Jun-20,1,Bully Ringan
@christimrbn._,"""siapapun tolong kasih tau aku ini masalah nya apaa gais""",2-Jun-20,0,Not Bully
@mylndll_,"""dikasih hati yg malaikat milih yg berhati iblis greget:(""",2-Jun-20,1,Bully Ringan
@hvo.id,"""Di kasih bidadari malah pilih kotoran""",2-Jun-20,1,Bully Ringan
@owengbrl,"""Dikasih bidadari malah minta lonte""",2-Jun-20,1,Bully Fatal
@apaaja3181,"""Gajadi beli Model murahan barang pasti murahan""",2-Jun-20,1,Bully Ringan
@idoyalam,"""Modelnya aja murahan apalagi barangnya""",2-Jun-20,1,Bully Ringan
@enaknyaja,"""muka macem pengamen gegayaan selingkuh, untung udh ga sm jane lg, kebanting sm jane muke lu""",2-Jun-20,1,Bully Ringan
@pebriiidhyn,"""Males beli gua,gara gara ada lonte""",2-Jun-20,1,Bully Fatal
@aldiazz_mp,"""Padahal bulug gini ya mukanya.. ehh,, maaf..""",2-Jun-20,1,Bully Ringan
@zhrmldiaa_,"""Padahal cantikan jessica kemana mana""",2-Jun-20,0,Not Bully
@ashha._,"""Dikasih bidadari malah milih sampah""",2-Jun-20,1,Bully Ringan
@inxxzrbc,"""yaelah muka pas""an aja bangga lu njing""",2-Jun-20,1,Bully Ringan
@bubblecndyy,"""Wah ibarat lebih milih iblis daripada bidadari haha""",2-Jun-20,1,Bully Ringan
@ohh_alah,"""@rangga_kanahaya knp gk truck sampah, kek mukanya sampah""",2-Jun-20,1,Bully Ringan
@cep.juned,"""Gajadi beli, takut ketularan lonte nya""",2-Jun-20,1,Bully Fatal
@abigailfrnt,"""hanya bisa melihat hujatan kalean kasian si listy kontrak nya di copot , di hujat memang dunia sgt kejam""",2-Jun-20,0,Not Bully
@ken_prohd,"""Jangan beli baju lonte entar kena sial""",2-Jun-20,1,Bully Fatal
@kecoakgemoi._,"""Dasar cewe lo itu LONTE tau kau!""",2-Jun-20,1,Bully Fatal
@levinanj,"""Disini pada kenapa dah? Aku gapaham tolong""",2-Jun-20,0,Not Bully
@angelicaangel______,"""Itu ditengah manusia apa monyet kok kulitnya bercorak batik""",2-Jun-20,1,Bully Fatal
@aditmg04,"""Muka lu sama anjing gwe..lebih ganteng anjing gwe rik""",2-Jun-20,1,Bully Fatal
@fad_wolfie,"""Buat kalian para pens lonte jgn takut listi Miskin karena dipecat, karena dia bisa kaya lagi, dgn cara ya ngelonte""",2-Jun-20,1,Bully Fatal
@elirahma7,"""Etdah ninggalin yang baik demi lonte, situ waras mas haha""",2-Jun-20,1,Bully Fatal
@annafrrozen,"""Gw melihat cewek murahan di postingan ini""",2-Jun-20,1,Bully Ringan
@xrnggaty__27,"""yang kedua dari sebelah kanan itu batik apa orang dah? kok warna nya kek taek babi si?""",2-Jun-20,1,Bully Fatal
@rahmahakya,"""Ih ko muka jelek banget siii serem kek setan""",2-Jun-20,1,Bully Ringan
@dzlsmnaa,"""Itu yang foto ketiga jablay murahan bukan?""",2-Jun-20,1,Bully Ringan
@gadiiiiisssss,"""Jelek aja tukang selingkuh lo buriq !!!!""",2-Jun-20,1,Bully Ringan
@mvq024,"""Emang kalian se suci apa sampai ngehina dia segitu nya""",2-Jun-20,0,Not Bully
@yudiansyah_anggara,"""Mending yang follow pada unfollow Udeh gausah ribet""",2-Jun-20,0,Not Bully
